Gene	Wave	query name	accession
Pa_3_9790	0	Clathrin	PF00637.23
Pa_3_980	0	#N/A	#N/A
Pa_3_9800	0	HATPase_c_3	PF13589.9
Pa_3_9810	0	#N/A	#N/A
Pa_3_9820	0	CN_hydrolase	PF00795.25
Pa_3_9830	0	Fungal_trans	PF04082.21
Pa_3_9840	0	#N/A	#N/A
Pa_3_9850	Wave II	AA_permease_2	PF13520.9
Pa_3_9860	0	#N/A	#N/A
Pa_3_9870	Wave I	RibD_C	PF01872.20
Pa_3_9880	0	Glyco_transf_15	PF01793.19
Pa_3_9890	0	NACHT	PF05729.15
Pa_3_9900	0	Helo_like_N	PF17111.8
Pa_3_9910	0	AAA_22	PF13401.9
Pa_3_992	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_3_9920	0	#N/A	#N/A
Pa_3_9930	0	#N/A	#N/A
Pa_3_9940	0	Metallophos	PF00149.31
Pa_3_9950	Wave V	DAO	PF01266.27
Pa_3_9960	0	#N/A	#N/A
Pa_3_9970	0	#N/A	#N/A
Pa_3_9980	Wave II	Asp	PF00026.26
Pa_3_9990	Wave II	#N/A	#N/A
Pa_4_10	0	adh_short	PF00106.28
Pa_4_100	0	Beta-lactamase	PF00144.27
Pa_4_1000	0	p450	PF00067.25
Pa_4_1010	0	BD-FAE	PF20434.1
Pa_4_1020	0	AA9	PF03443.17
Pa_4_1030	0	Ank	PF00023.33
Pa_4_1040	0	Ank	PF00023.33
Pa_4_105	Wave V	Collagen	PF01391.21
Pa_4_1050	0	HET	PF06985.14
Pa_4_1053	Wave III	#N/A	#N/A
Pa_4_1055	0	#N/A	#N/A
Pa_4_1058	0	#N/A	#N/A
Pa_4_1060	Wave V	#N/A	#N/A
Pa_4_1090	Wave I	Beta_elim_lyase	PF01212.24
Pa_4_110	0	#N/A	#N/A
Pa_4_1100	Wave I	p450	PF00067.25
Pa_4_1105	0	#N/A	#N/A
Pa_4_1110	Wave V	#N/A	#N/A
Pa_4_1120	0	HET	PF06985.14
Pa_4_1130	0	#N/A	#N/A
Pa_4_1140	0	TFB6	PF17110.8
Pa_4_1150	0	#N/A	#N/A
Pa_4_1160	0	Metallopep	PF12044.11
Pa_4_1165	0	#N/A	#N/A
Pa_4_1167	0	#N/A	#N/A
Pa_4_1170	0	Glyco_hydro_7	PF00840.23
Pa_4_1174	Wave III	#N/A	#N/A
Pa_4_1176	0	#N/A	#N/A
Pa_4_1178	0	#N/A	#N/A
Pa_4_1180	0	#N/A	#N/A
Pa_4_1190	0	ANAPC4_WD40	PF12894.10
Pa_4_120	0	Aa_trans	PF01490.21
Pa_4_1200	0	APH	PF01636.26
Pa_4_1205	0	#N/A	#N/A
Pa_4_1210	0	GH115_C	PF17829.4
Pa_4_1215	Wave II	#N/A	#N/A
Pa_4_1220	0	MFS_1	PF07690.19
Pa_4_1225	0	HET	PF06985.14
Pa_4_1230	Wave II	TauD	PF02668.19
Pa_4_1240	0	AA_permease	PF00324.24
Pa_4_1250	0	HET	PF06985.14
Pa_4_1255	0	#N/A	#N/A
Pa_4_1260	0	Peptidase_S28	PF05577.15
Pa_4_1270	Wave II	#N/A	#N/A
Pa_4_1280	0	Methyltransf_11	PF08241.15
Pa_4_1290	0	Lipase_GDSL	PF00657.25
Pa_4_130	0	ASL_C2	PF14698.9
Pa_4_1300	Wave II	Esterase	PF00756.23
Pa_4_1310	0	HET	PF06985.14
Pa_4_1320	0	HET	PF06985.14
Pa_4_1330	0	#N/A	#N/A
Pa_4_1334	0	#N/A	#N/A
Pa_4_1335	0	#N/A	#N/A
Pa_4_1337	Wave III	#N/A	#N/A
Pa_4_1340	0	IDO	PF01231.21
Pa_4_1350	0	UEV	PF05743.16
Pa_4_1360	0	#N/A	#N/A
Pa_4_1370	0	CN_hydrolase	PF00795.25
Pa_4_1380	0	STE2	PF02116.18
Pa_4_1390	0	#N/A	#N/A
Pa_4_140	Wave V	Abhydrolase_1	PF00561.23
Pa_4_1400	0	#N/A	#N/A
Pa_4_1410	0	DUF1996	PF09362.13
Pa_4_1420	0	DUF4149	PF13664.9
Pa_4_1430	0	DUF1996	PF09362.13
Pa_4_1433	0	#N/A	#N/A
Pa_4_1437	0	CorA	PF01544.21
Pa_4_1440	Wave II	#N/A	#N/A
Pa_4_1445	0	#N/A	#N/A
Pa_4_1450	Wave II	#N/A	#N/A
Pa_4_1460	0	LysM	PF01476.23
Pa_4_1470	0	#N/A	#N/A
Pa_4_1480	0	Inhibitor_I9	PF05922.19
Pa_4_1490	0	Pectate_lyase	PF03211.16
Pa_4_150	0	NifU_N	PF01592.19
Pa_4_1500	0	#N/A	#N/A
Pa_4_1510	0	#N/A	#N/A
Pa_4_1520	0	PhoD	PF09423.13
Pa_4_1530	0	#N/A	#N/A
Pa_4_1540	0	2EXR	PF20150.2
Pa_4_1550	0	HET	PF06985.14
Pa_4_1555	Wave II	SnoaL_2	PF12680.10
Pa_4_1560	0	NAD_binding_10	PF13460.9
Pa_4_1570	0	MFS_1	PF07690.19
Pa_4_1580	0	#N/A	#N/A
Pa_4_1590	Wave II	Methyltransf_2	PF00891.21
Pa_4_160	0	UBA	PF00627.34
Pa_4_1600	Wave II	p450	PF00067.25
Pa_4_1610	Wave II	AMP-binding	PF00501.31
Pa_4_1620	Wave II	Methyltransf_2	PF00891.21
Pa_4_1625	Wave II	#N/A	#N/A
Pa_4_1630	0	#N/A	#N/A
Pa_4_1640	0	#N/A	#N/A
Pa_4_1650	0	NUDIX	PF00293.31
Pa_4_1660	0	His_Phos_1	PF00300.25
Pa_4_1670	0	CTNNBL	PF08216.14
Pa_4_1680	0	V-ATPase_G	PF03179.18
Pa_4_1690	0	PET117	PF15786.8
Pa_4_170	0	HORMA	PF02301.21
Pa_4_1700	0	RNA_pol_Rpb2_1	PF04563.18
Pa_4_1710	0	CBM_1	PF00734.21
Pa_4_1720	0	HET	PF06985.14
Pa_4_1730	0	#N/A	#N/A
Pa_4_1740	0	#N/A	#N/A
Pa_4_1745	0	#N/A	#N/A
Pa_4_1747	0	#N/A	#N/A
Pa_4_1750	0	#N/A	#N/A
Pa_4_1760	0	Peptidase_M13	PF01431.24
Pa_4_1770	Wave II	Amidase	PF01425.24
Pa_4_1780	0	Glyco_tranf_2_3	PF13641.9
Pa_4_1790	Wave II	NAD_binding_10	PF13460.9
Pa_4_180	0	#N/A	#N/A
Pa_4_1800	0	HET	PF06985.14
Pa_4_1810	Wave IV	TauD	PF02668.19
Pa_4_1820	Wave IV	MFS_1	PF07690.19
Pa_4_1830	0	Fungal_trans	PF04082.21
Pa_4_1840	0	Aldo_ket_red	PF00248.24
Pa_4_1844	0	WSC	PF01822.22
Pa_4_1847	0	#N/A	#N/A
Pa_4_1850	0	zf-MYND	PF01753.21
Pa_4_1860	Wave II	MatE	PF01554.21
Pa_4_1870	Wave IV	#N/A	#N/A
Pa_4_1880	Wave II	adh_short	PF00106.28
Pa_4_1890	0	Anth_synt_I_N	PF04715.16
Pa_4_190	0	Abhydrolase_1	PF00561.23
Pa_4_1900	Wave II	HET	PF06985.14
Pa_4_1910	Wave III	ALO	PF04030.17
Pa_4_1915	0	#N/A	#N/A
Pa_4_1920	0	ANAPC4_WD40	PF12894.10
Pa_4_1930	Wave III	Pkinase	PF00069.28
Pa_4_1940	0	FAD_binding_4	PF01565.26
Pa_4_1950	Wave II	adh_short	PF00106.28
Pa_4_1960	0	#N/A	#N/A
Pa_4_1970	0	Methyltransf_11	PF08241.15
Pa_4_1980	Wave II	F-box-like	PF12937.10
Pa_4_1990	0	CorA	PF01544.21
Pa_4_20	Wave II	adh_short	PF00106.28
Pa_4_200	0	#N/A	#N/A
Pa_4_2000	0	#N/A	#N/A
Pa_4_2010	0	AltA1	PF16541.8
Pa_4_2020	0	#N/A	#N/A
Pa_4_2030	0	Terpene_syn_C_2	PF19086.3
Pa_4_2035	0	#N/A	#N/A
Pa_4_2040	0	Ank	PF00023.33
Pa_4_2050	0	Glyco_hydro_10	PF00331.23
Pa_4_2060	0	MIT	PF04212.21
Pa_4_2070	0	EFG_C	PF00679.27
Pa_4_2080	0	#N/A	#N/A
Pa_4_2090	0	DUF1996	PF09362.13
Pa_4_210	0	FAD_binding_4	PF01565.26
Pa_4_2100	Wave II	HET	PF06985.14
Pa_4_2120	Wave II	#N/A	#N/A
Pa_4_2130	0	DUF4286	PF14114.9
Pa_4_2140	0	HET	PF06985.14
Pa_4_215	Wave V	#N/A	#N/A
Pa_4_2150	0	#N/A	#N/A
Pa_4_2160	Wave III	CAP59_mtransfer	PF11735.11
Pa_4_2170	0	#N/A	#N/A
Pa_4_2180	0	2EXR	PF20150.2
Pa_4_2185	0	#N/A	#N/A
Pa_4_2190	0	DUF3492	PF11997.11
Pa_4_220	0	Cauli_VI	PF01693.19
Pa_4_2200	0	#N/A	#N/A
Pa_4_2210	0	3Beta_HSD	PF01073.22
Pa_4_2215	0	#N/A	#N/A
Pa_4_2219	0	Spherulin4	PF12138.11
Pa_4_2220	0	Glyco_hydro_114	PF03537.16
Pa_4_2230	0	#N/A	#N/A
Pa_4_2240	0	Ldh_1_C	PF02866.21
Pa_4_2250	Wave V	PEP-utilizers	PF00391.26
Pa_4_2260	Wave I	Ferritin_2	PF13668.9
Pa_4_2270	Wave V	#N/A	#N/A
Pa_4_2280	Wave II	Ank	PF00023.33
Pa_4_2290	0	#N/A	#N/A
Pa_4_230	Wave II	adh_short	PF00106.28
Pa_4_2300	0	#N/A	#N/A
Pa_4_2305	0	#N/A	#N/A
Pa_4_2310	0	RNA_pol_Rpb1_1	PF04997.15
Pa_4_2320	0	DDHD	PF02862.20
Pa_4_2330	0	#N/A	#N/A
Pa_4_2340	0	CH	PF00307.34
Pa_4_2350	0	tRNA-synt_1b	PF00579.28
Pa_4_2360	0	MBOAT	PF03062.22
Pa_4_2370	0	RRM_1	PF00076.25
Pa_4_2380	0	Mito_carr	PF00153.30
Pa_4_2390	0	Ribosomal_L18	PF17135.7
Pa_4_240	0	Myb_DNA-bind_6	PF13921.9
Pa_4_2400	0	#N/A	#N/A
Pa_4_2410	0	#N/A	#N/A
Pa_4_2420	0	Glyco_hydro_6	PF01341.20
Pa_4_2430	0	FtsJ	PF01728.22
Pa_4_2440	0	#N/A	#N/A
Pa_4_2450	0	OST3_OST6	PF04756.16
Pa_4_2460	Wave IV	Metallophos	PF00149.31
Pa_4_2470	0	#N/A	#N/A
Pa_4_2480	0	AAA_5	PF07728.17
Pa_4_2490	0	Nucleoporin_C	PF03177.17
Pa_4_250	0	MFS_1	PF07690.19
Pa_4_2500	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_4_2510	0	EMP24_GP25L	PF01105.27
Pa_4_2520	0	SANT_DAMP1_like	PF16282.8
Pa_4_2530	0	Hexapep	PF00132.27
Pa_4_2540	0	Adap_comp_sub	PF00928.24
Pa_4_2545	0	DUF4536	PF15055.9
Pa_4_2550	0	Oxidored_q6	PF01058.25
Pa_4_2560	0	Mpp10	PF04006.15
Pa_4_2570	0	SPX	PF03105.22
Pa_4_2575	0	FMN_dh	PF01070.21
Pa_4_2580	0	Amidohydro_3	PF07969.14
Pa_4_2590	0	C2	PF00168.33
Pa_4_260	0	#N/A	#N/A
Pa_4_2600	0	RRM_1	PF00076.25
Pa_4_2610	0	#N/A	#N/A
Pa_4_2620	0	#N/A	#N/A
Pa_4_2630	0	ANAPC4_WD40	PF12894.10
Pa_4_2635	0	Glyco_tran_28_C	PF04101.19
Pa_4_2640	0	MRP-S28	PF10213.12
Pa_4_2650	0	Aldedh	PF00171.25
Pa_4_2660	0	ECR1_N	PF14382.9
Pa_4_2670	0	Acyl_transf_1	PF00698.24
Pa_4_2680	0	Sedlin_N	PF04628.16
Pa_4_2690	Wave II	Glyco_transf_90	PF05686.15
Pa_4_270	0	Abhydrolase_3	PF07859.16
Pa_4_2710	0	DUF4588	PF15251.9
Pa_4_2720	0	HAND	PF09110.14
Pa_4_2730	0	ANAPC4_WD40	PF12894.10
Pa_4_2740	0	FTHFS	PF01268.22
Pa_4_2750	Wave IV	Fungal_trans	PF04082.21
Pa_4_2760	0	zf-C2H2	PF00096.29
Pa_4_2770	0	CTP_transf_like	PF01467.29
Pa_4_2780	0	CAP	PF00188.29
Pa_4_2790	0	#N/A	#N/A
Pa_4_280	0	RPE65	PF03055.18
Pa_4_2800	0	Tctex-1	PF03645.16
Pa_4_2810	0	DUF202	PF02656.18
Pa_4_2820	0	Alba	PF01918.24
Pa_4_2830	0	#N/A	#N/A
Pa_4_2840	0	Plus-3	PF03126.21
Pa_4_2850	0	COQ7	PF03232.16
Pa_4_2860	0	PLDc	PF00614.25
Pa_4_2870	0	Misat_Tub_SegII	PF10644.12
Pa_4_2880	0	#N/A	#N/A
Pa_4_2885	Wave V	#N/A	#N/A
Pa_4_2890	0	zf-C3HC4	PF00097.28
Pa_4_290	Wave II	#N/A	#N/A
Pa_4_2900	0	AMPK1_CBM	PF16561.8
Pa_4_2910	0	FAD_binding_8	PF08022.15
Pa_4_2920	Wave III	#N/A	#N/A
Pa_4_2930	0	RTA1	PF04479.16
Pa_4_2940	0	Abhydrolase_1	PF00561.23
Pa_4_2950	0	DUF1793	PF08760.14
Pa_4_2960	0	DNA_methylase	PF00145.20
Pa_4_2970	0	#N/A	#N/A
Pa_4_2980	0	#N/A	#N/A
Pa_4_2990	0	RasGAP	PF00616.22
Pa_4_30	0	AMP-binding	PF00501.31
Pa_4_300	0	TRP	PF06011.15
Pa_4_3000	0	Pro_isomerase	PF00160.24
Pa_4_3010	0	Tyr_Deacylase	PF02580.19
Pa_4_3020	0	NOT2_3_5	PF04153.21
Pa_4_3025	0	#N/A	#N/A
Pa_4_303	0	#N/A	#N/A
Pa_4_3030	0	#N/A	#N/A
Pa_4_3040	0	Iso_dh	PF00180.23
Pa_4_305	0	Ank_2	PF12796.10
Pa_4_3050	0	Ino80_Iec3	PF14612.9
Pa_4_3060	0	UPF0160	PF03690.16
Pa_4_3070	0	Endosulfine	PF04667.20
Pa_4_3080	0	Ureidogly_lyase	PF04115.15
Pa_4_3090	0	MFS_1	PF07690.19
Pa_4_310	0	DEAD	PF00270.32
Pa_4_3100	Wave V	#N/A	#N/A
Pa_4_3110	0	PseudoU_synth_2	PF00849.25
Pa_4_3120	0	BUD22	PF09073.13
Pa_4_3130	0	EF-hand_1	PF00036.35
Pa_4_3140	0	#N/A	#N/A
Pa_4_3150	0	p450	PF00067.25
Pa_4_3160	Wave IV	PEPCK_ATP	PF01293.23
Pa_4_3170	0	#N/A	#N/A
Pa_4_3175	0	#N/A	#N/A
Pa_4_3180	0	Methyltransf_11	PF08241.15
Pa_4_3190	0	DAO	PF01266.27
Pa_4_320	0	Polysacc_synt	PF01943.20
Pa_4_3200	0	Pribosyltran	PF00156.30
Pa_4_3210	0	Oxidored-like	PF09791.12
Pa_4_3220	0	#N/A	#N/A
Pa_4_3230	0	DPM3	PF08285.14
Pa_4_3240	0	LRR_1	PF00560.36
Pa_4_3250	0	Epimerase	PF01370.24
Pa_4_3260	0	TB2_DP1_HVA22	PF03134.22
Pa_4_3270	0	Mgm101p	PF06420.15
Pa_4_3280	0	CHCH	PF06747.16
Pa_4_3290	0	BPL_LplA_LipB	PF03099.22
Pa_4_330	0	#N/A	#N/A
Pa_4_3300	0	#N/A	#N/A
Pa_4_3310	Wave V	MFS_1	PF07690.19
Pa_4_3320	0	Glyco_hydro_47	PF01532.23
Pa_4_3330	0	Methyltransf_16	PF10294.12
Pa_4_3340	0	#N/A	#N/A
Pa_4_3350	0	RCC1	PF00415.21
Pa_4_3360	0	Yip1	PF04893.20
Pa_4_3370	0	Pam16	PF03656.16
Pa_4_3380	0	#N/A	#N/A
Pa_4_3390	0	#N/A	#N/A
Pa_4_340	Wave II	APH	PF01636.26
Pa_4_3400	0	dCMP_cyt_deam_1	PF00383.26
Pa_4_3405	Wave II	#N/A	#N/A
Pa_4_3410	0	#N/A	#N/A
Pa_4_3420	0	Peptidase_S15	PF02129.21
Pa_4_3430	0	DUF6699	PF20415.1
Pa_4_3440	0	HgmA_C	PF04209.16
Pa_4_3445	0	#N/A	#N/A
Pa_4_3450	0	Metallophos	PF00149.31
Pa_4_3460	0	Cytochrom_B561	PF03188.19
Pa_4_3470	0	#N/A	#N/A
Pa_4_3480	0	#N/A	#N/A
Pa_4_3485	0	#N/A	#N/A
Pa_4_3488	0	#N/A	#N/A
Pa_4_3490	0	HET	PF06985.14
Pa_4_350	0	AA9	PF03443.17
Pa_4_3500	0	Pex24p	PF06398.14
Pa_4_3510	0	#N/A	#N/A
Pa_4_3513	0	#N/A	#N/A
Pa_4_3514	0	#N/A	#N/A
Pa_4_3516	0	#N/A	#N/A
Pa_4_3517	0	#N/A	#N/A
Pa_4_3519	0	Podoplanin	PF05808.14
Pa_4_3520	0	#N/A	#N/A
Pa_4_3530	0	MFS_1	PF07690.19
Pa_4_3540	0	DAHP_synth_1	PF00793.23
Pa_4_355	0	adh_short	PF00106.28
Pa_4_3550	0	#N/A	#N/A
Pa_4_3560	0	COX14	PF14880.9
Pa_4_3570	0	Ribosomal_L50	PF10501.12
Pa_4_3580	0	#N/A	#N/A
Pa_4_3590	0	Ribosomal_L13e	PF01294.21
Pa_4_3595	Wave IV	#N/A	#N/A
Pa_4_360	0	#N/A	#N/A
Pa_4_3600	0	Vint	PF14623.9
Pa_4_3610	0	Thiolase_C	PF02803.21
Pa_4_3630	0	#N/A	#N/A
Pa_4_3635	0	#N/A	#N/A
Pa_4_3640	Wave V	Cu-oxidase	PF00394.25
Pa_4_3650	0	DUF3818	PF12825.10
Pa_4_3655	0	Peptidase_M49	PF03571.18
Pa_4_3660	0	DUF3176	PF11374.11
Pa_4_3670	0	#N/A	#N/A
Pa_4_3680	0	#N/A	#N/A
Pa_4_3690	0	#N/A	#N/A
Pa_4_370	0	DUF1989	PF09347.13
Pa_4_3700	0	#N/A	#N/A
Pa_4_3710	Wave II	#N/A	#N/A
Pa_4_3720	Wave IV	#N/A	#N/A
Pa_4_3730	0	#N/A	#N/A
Pa_4_3740	0	#N/A	#N/A
Pa_4_3750	0	Fn3-like	PF14310.9
Pa_4_3755	Wave IV	#N/A	#N/A
Pa_4_3760	0	#N/A	#N/A
Pa_4_3765	0	#N/A	#N/A
Pa_4_3770	0	#N/A	#N/A
Pa_4_3775	Wave IV	#N/A	#N/A
Pa_4_3780	Wave I	adh_short	PF00106.28
Pa_4_3790	0	MFS_1	PF07690.19
Pa_4_380	0	ADH_N	PF08240.15
Pa_4_3800	0	Fungal_trans	PF04082.21
Pa_4_3810	Wave I	p450	PF00067.25
Pa_4_3820	Wave I	FAD_binding_4	PF01565.26
Pa_4_3830	0	SnoaL_4	PF13577.9
Pa_4_3840	Wave I	Acyl_transf_1	PF00698.24
Pa_4_3850	Wave I	Methyltransf_2	PF00891.21
Pa_4_3855	Wave IV	#N/A	#N/A
Pa_4_3858	0	#N/A	#N/A
Pa_4_3860	0	Abhydrolase_1	PF00561.23
Pa_4_3870	0	#N/A	#N/A
Pa_4_3875	0	#N/A	#N/A
Pa_4_3880	0	RRM_1	PF00076.25
Pa_4_3890	0	AAA_21	PF13304.9
Pa_4_390	0	#N/A	#N/A
Pa_4_3900	0	CK_II_beta	PF01214.21
Pa_4_3910	0	Cupin_8	PF13621.9
Pa_4_3920	Wave I	Amino_oxidase	PF01593.27
Pa_4_3925	0	DUF3716	PF12511.11
Pa_4_3926	0	#N/A	#N/A
Pa_4_3930	0	PLAC8	PF04749.20
Pa_4_3935	0	Ank	PF00023.33
Pa_4_3940	Wave I	Ank_2	PF12796.10
Pa_4_3950	0	#N/A	#N/A
Pa_4_3960	Wave II	#N/A	#N/A
Pa_4_3970	0	CPDase	PF07823.14
Pa_4_3980	0	SIR2	PF02146.20
Pa_4_40	0	Acyl_transf_1	PF00698.24
Pa_4_400	0	TauD	PF02668.19
Pa_4_4000	0	#N/A	#N/A
Pa_4_4010	Wave II	IU_nuc_hydro	PF01156.22
Pa_4_4020	0	ArsB	PF02040.18
Pa_4_4030	0	#N/A	#N/A
Pa_4_4035	0	#N/A	#N/A
Pa_4_4037	0	#N/A	#N/A
Pa_4_4040	0	HMGL-like	PF00682.22
Pa_4_4050	0	TANGO2	PF05742.15
Pa_4_4060	0	#N/A	#N/A
Pa_4_4070	0	Tfb2	PF03849.17
Pa_4_4080	0	4HBT	PF03061.25
Pa_4_4090	0	adh_short	PF00106.28
Pa_4_410	0	#N/A	#N/A
Pa_4_4100	0	RNase_H	PF00075.27
Pa_4_4110	0	FAA_hydrolase	PF01557.21
Pa_4_4120	0	Fungal_trans	PF04082.21
Pa_4_4130	Wave IV	Peptidase_A4	PF01828.20
Pa_4_4140	0	Cu_amine_oxid	PF01179.23
Pa_4_415	0	#N/A	#N/A
Pa_4_4150	0	#N/A	#N/A
Pa_4_4160	0	#N/A	#N/A
Pa_4_4170	0	#N/A	#N/A
Pa_4_4180	0	#N/A	#N/A
Pa_4_4190	0	Lactonase	PF10282.12
Pa_4_420	Wave V	#N/A	#N/A
Pa_4_4200	Wave V	#N/A	#N/A
Pa_4_4210	Wave II	MFS_1	PF07690.19
Pa_4_4220	0	#N/A	#N/A
Pa_4_4230	Wave II	Citrate_synt	PF00285.24
Pa_4_4240	0	#N/A	#N/A
Pa_4_4250	0	#N/A	#N/A
Pa_4_4260	0	MFS_1	PF07690.19
Pa_4_4270	Wave V	#N/A	#N/A
Pa_4_4290	0	#N/A	#N/A
Pa_4_430	0	Fungal_trans	PF04082.21
Pa_4_4300	0	MFS_1	PF07690.19
Pa_4_4310	0	Nucleotid_trans	PF03407.19
Pa_4_4315	0	#N/A	#N/A
Pa_4_4320	0	GMC_oxred_C	PF05199.16
Pa_4_4330	0	ASCH	PF04266.17
Pa_4_4340	0	#N/A	#N/A
Pa_4_4350	0	#N/A	#N/A
Pa_4_4360	0	#N/A	#N/A
Pa_4_4370	0	#N/A	#N/A
Pa_4_4380	0	#N/A	#N/A
Pa_4_4390	0	HpcH_HpaI	PF03328.17
Pa_4_440	0	HET	PF06985.14
Pa_4_4400	0	DUF747	PF05346.14
Pa_4_4410	0	FF	PF01846.22
Pa_4_4415	0	#N/A	#N/A
Pa_4_4420	Wave IV	#N/A	#N/A
Pa_4_4430	0	Lys_Orn_oxgnase	PF13434.9
Pa_4_4440	0	AMP-binding	PF00501.31
Pa_4_445	Wave IV	#N/A	#N/A
Pa_4_4450	0	HET	PF06985.14
Pa_4_4460	0	#N/A	#N/A
Pa_4_4470	0	#N/A	#N/A
Pa_4_4480	0	DUF1264	PF06884.14
Pa_4_4490	0	Asp	PF00026.26
Pa_4_450	Wave II	Fungal_trans	PF04082.21
Pa_4_4500	Wave II	#N/A	#N/A
Pa_4_4510	Wave II	FAD_binding_3	PF01494.22
Pa_4_4520	Wave I	Terpene_syn_C_2	PF19086.3
Pa_4_4530	0	Glyco_hydro_10	PF00331.23
Pa_4_4540	0	Amidohydro_2	PF04909.17
Pa_4_4550	Wave II	Aldedh	PF00171.25
Pa_4_4560	0	FAD_binding_2	PF00890.27
Pa_4_4570	0	p450	PF00067.25
Pa_4_4580	Wave IV	p450	PF00067.25
Pa_4_4590	0	Methyltransf_11	PF08241.15
Pa_4_460	0	Pyr_redox	PF00070.30
Pa_4_4600	0	DLH	PF01738.21
Pa_4_4610	0	AAA_22	PF13401.9
Pa_4_4620	0	#N/A	#N/A
Pa_4_4640	0	AMP-binding	PF00501.31
Pa_4_4650	0	#N/A	#N/A
Pa_4_4660	0	#N/A	#N/A
Pa_4_4670	0	GFO_IDH_MocA	PF01408.25
Pa_4_4680	0	Ank	PF00023.33
Pa_4_4690	0	PAN_4	PF14295.9
Pa_4_470	0	p450	PF00067.25
Pa_4_4700	0	Asp	PF00026.26
Pa_4_4710	0	tRNA-synt_1e	PF01406.22
Pa_4_4720	0	Nuc_deoxyri_tr2	PF15891.8
Pa_4_4730	0	HET	PF06985.14
Pa_4_4740	0	LUC7	PF03194.18
Pa_4_4750	0	Gpi16	PF04113.17
Pa_4_4760	0	#N/A	#N/A
Pa_4_4770	Wave II	Ctr	PF04145.18
Pa_4_4780	0	ADH_zinc_N	PF00107.29
Pa_4_4790	0	#N/A	#N/A
Pa_4_480	0	BNR	PF02012.23
Pa_4_4800	0	#N/A	#N/A
Pa_4_4810	0	GFO_IDH_MocA	PF01408.25
Pa_4_4815	0	#N/A	#N/A
Pa_4_4820	0	#N/A	#N/A
Pa_4_4830	0	#N/A	#N/A
Pa_4_4840	0	Psg1	PF14610.9
Pa_4_4850	Wave II	#N/A	#N/A
Pa_4_4860	0	Acetyltransf_2	PF00797.20
Pa_4_4870	0	#N/A	#N/A
Pa_4_4880	0	End_N_terminal	PF12218.11
Pa_4_4890	0	#N/A	#N/A
Pa_4_490	0	#N/A	#N/A
Pa_4_4900	0	Cyt-b5	PF00173.31
Pa_4_4910	0	NmrA	PF05368.16
Pa_4_4920	0	#N/A	#N/A
Pa_4_4930	0	#N/A	#N/A
Pa_4_4950	0	Nuc_sug_transp	PF04142.18
Pa_4_4960	Wave IV	DEAD	PF00270.32
Pa_4_4970	0	SnoaL_4	PF13577.9
Pa_4_4980	0	#N/A	#N/A
Pa_4_4990	0	OsmC	PF02566.22
Pa_4_50	Wave II	FAD_binding_3	PF01494.22
Pa_4_500	0	DUF6595	PF20238.1
Pa_4_5000	0	AltA1	PF16541.8
Pa_4_5010	0	GSDH	PF07995.14
Pa_4_5015	0	#N/A	#N/A
Pa_4_5020	Wave II	BBE	PF08031.15
Pa_4_5030	0	AMP-binding	PF00501.31
Pa_4_5040	0	Adaptin_N	PF01602.23
Pa_4_5050	0	RTA1	PF04479.16
Pa_4_5060	0	2-Hacid_dh_C	PF02826.22
Pa_4_5070	Wave V	#N/A	#N/A
Pa_4_5080	0	#N/A	#N/A
Pa_4_5090	0	#N/A	#N/A
Pa_4_510	0	#N/A	#N/A
Pa_4_5100	0	Abhydrolase_3	PF07859.16
Pa_4_5110	0	LPG_synthase_C	PF09924.12
Pa_4_5120	0	#N/A	#N/A
Pa_4_5130	0	DAO	PF01266.27
Pa_4_5140	0	Glyco_hydro_7	PF00840.23
Pa_4_5145	Wave IV	#N/A	#N/A
Pa_4_5148	Wave IV	#N/A	#N/A
Pa_4_515	0	#N/A	#N/A
Pa_4_5150	0	#N/A	#N/A
Pa_4_5160	0	LAMTOR	PF15454.9
Pa_4_5170	0	#N/A	#N/A
Pa_4_5180	0	F-box	PF00646.36
Pa_4_5190	0	#N/A	#N/A
Pa_4_520	0	FAD_binding_3	PF01494.22
Pa_4_5200	0	Med7	PF05983.14
Pa_4_5210	0	PHD	PF00628.32
Pa_4_5220	0	Proteasome	PF00227.29
Pa_4_5230	0	PAP2	PF01569.24
Pa_4_5240	0	ANAPC4_WD40	PF12894.10
Pa_4_525	0	#N/A	#N/A
Pa_4_5250	Wave V	MAPEG	PF01124.21
Pa_4_5260	0	Dynamin_M	PF01031.23
Pa_4_5270	0	Hexapep	PF00132.27
Pa_4_5280	0	Beta-lactamase	PF00144.27
Pa_4_5290	0	GATase	PF00117.31
Pa_4_530	0	#N/A	#N/A
Pa_4_5300	Wave V	DAO	PF01266.27
Pa_4_5310	Wave V	p450	PF00067.25
Pa_4_5320	Wave V	Anthrone_oxy	PF08592.14
Pa_4_5325	Wave V	SnoaL_2	PF12680.10
Pa_4_5330	Wave V	NAD_binding_10	PF13460.9
Pa_4_5340	0	#N/A	#N/A
Pa_4_5350	0	#N/A	#N/A
Pa_4_5360	0	#N/A	#N/A
Pa_4_5370	0	zf-U1	PF06220.15
Pa_4_5380	0	Ank	PF00023.33
Pa_4_5390	Wave IV	#N/A	#N/A
Pa_4_540	0	p450	PF00067.25
Pa_4_5400	Wave IV	Glyco_trans_1_4	PF13692.9
